Name,Licenses,Version,Repos
systemd-sysv,CC0-1.0|Expat|GPL-2|GPL-2+|LGPL-2.1+|public-domain,237-3ubuntu10.39,bionic-updates|now
sysvinit-utils,GPL-2,2.88dsf-59.10ubuntu1,bionic|now
tar,GPL-2|GPL-3,1.29b-2ubuntu0.1,bionic-updates|now
tcpdump,4-clause|BSD|license|BSD|license,4.9.3-0ubuntu0.18.04.1,bionic-updates|bionic-security|now
telnet,unknown,0.17-41,bionic|now
time,GPL-2+|freely|redistributable,1.7-25.1build1,bionic|now
tmux,BSD-2|BSD-2.|BSD-3|bsd-poll.c|bsd-poll.h,2.6-3ubuntu0.2,bionic-updates|now
tzdata,public|domain,2019c-0ubuntu0.18.04,bionic-updates|bionic-security|now
ubuntu-advantage-tools,GPL-3.0,17,bionic|now
ubuntu-keyring,GPL,2018.09.18.1~18.04.0,bionic-updates|now
ubuntu-minimal,GPL-2,1.417.4,bionic-updates|now
ubuntu-mono,CC-BY-SA-3.0|GPL-3,16.10+18.04.20181005-0ubuntu1,bionic-updates|now
ubuntu-release-upgrader-core,Expat|GPL-2+,1:18.04.37,bionic-updates|now
ubuntu-server,GPL-2,1.417.4,bionic-updates|now
ubuntu-standard,GPL-2,1.417.4,bionic-updates|now
ubuntu-wsl,GPL-2,1.417.4,bionic-updates|now
ucf,GPL-2,3.0038,bionic|now
udev,CC0-1.0|Expat|GPL-2|GPL-2+|LGPL-2.1+|public-domain,237-3ubuntu10.39,bionic-updates|now
ufw,BSD-3-clause|GPL-3,0.36-0ubuntu0.18.04.1,bionic-updates|now
uidmap,GPL-2,1:4.5-1ubuntu2,bionic-updates|now
unattended-upgrades,GPL-2+,1.1ubuntu1.18.04.13,bionic-updates|now
update-manager-core,GPL|LGPL,1:18.04.11.10,bionic-updates|now
update-notifier-common,unknown,3.192.1.7,bionic-updates|now
ureadahead,GPL-2,0.100.0-21,bionic-updates|now
usbutils,GPL-2,1:007-4build1,bionic|now
util-linux,BSD-2-clause|BSD-3-clause|BSD-4-clause|GPL-2|GPL-2+|GPL-3+|LGPL|LGPL-2+|LGPL-2.1+|LGPL-3+|MIT|public-domain,2.31.1-0.4ubuntu3.5,bionic-updates|now
uuid-runtime,BSD-2-clause|BSD-3-clause|BSD-4-clause|GPL-2|GPL-2+|GPL-3+|LGPL|LGPL-2+|LGPL-2.1+|LGPL-3+|MIT|public-domain,2.31.1-0.4ubuntu3.5,bionic-updates|now
vim,Apache|Apache|or|Expat|Artistic-1|BSD-2-clause|BSD-3-clause|Compaq|Expat|Expat|or|GPL-2|Expat|or|Vim|GPL-1+|GPL-1+|or|Artistic-1|GPL-2|GPL-2+|OPL-1+|SRA|UC|Vim|Vim-Regexp|X11|XPM|public-domain,2:8.0.1453-1ubuntu1.1,bionic-updates|bionic-security|now
vim-common,Apache|Apache|or|Expat|Artistic-1|BSD-2-clause|BSD-3-clause|Compaq|Expat|Expat|or|GPL-2|Expat|or|Vim|GPL-1+|GPL-1+|or|Artistic-1|GPL-2|GPL-2+|OPL-1+|SRA|UC|Vim|Vim-Regexp|X11|XPM|public-domain,2:8.0.1453-1ubuntu1.1,bionic-updates|bionic-security|now
vim-runtime,Apache|Apache|or|Expat|Artistic-1|BSD-2-clause|BSD-3-clause|Compaq|Expat|Expat|or|GPL-2|Expat|or|Vim|GPL-1+|GPL-1+|or|Artistic-1|GPL-2|GPL-2+|OPL-1+|SRA|UC|Vim|Vim-Regexp|X11|XPM|public-domain,2:8.0.1453-1ubuntu1.1,bionic-updates|bionic-security|now
vim-tiny,Apache|Apache|or|Expat|Artistic-1|BSD-2-clause|BSD-3-clause|Compaq|Expat|Expat|or|GPL-2|Expat|or|Vim|GPL-1+|GPL-1+|or|Artistic-1|GPL-2|GPL-2+|OPL-1+|SRA|UC|Vim|Vim-Regexp|X11|XPM|public-domain,2:8.0.1453-1ubuntu1.1,bionic-updates|bionic-security|now
w3m,GPL-3+|with|Autoconf|exception|Ruby|Unicode-Data-Files|X11|X11-install-sh|copyleft-matrix-c|permissive-Str|permissive-aclocal|permissive-configure|permissive-debian|permissive-gitlog2changelog|permissive-matrix-h|permissive-po|public-domain|w3m,0.5.3-36build1,bionic|now
w3m-img,GPL-3+|with|Autoconf|exception|Ruby|Unicode-Data-Files|X11|X11-install-sh|copyleft-matrix-c|permissive-Str|permissive-aclocal|permissive-configure|permissive-debian|permissive-gitlog2changelog|permissive-matrix-h|permissive-po|public-domain|w3m,0.5.3-36build1,bionic|now
wapiti,GPL-2+|MIT|MPL-1.1|MPL-1.1|or|GPL-2+|or|LGPL-2.1+,2.3.0+dfsg-6,bionic|now
wget,GFDL-1.2|GPL-3,1.19.4-1ubuntu2.2,bionic-updates|bionic-security|now
whiptail,LGPL-2,0.52.20-1ubuntu1,bionic|now
whois,GPL-2,5.3.0,bionic|now
wslu,CC-BY-3.0|Custom|GPL-3+,2.3.2-0ubuntu2~18.04.3,bionic-updates|now
x11-common,GPL,1:7.7+19ubuntu7.1,bionic-updates|now
x11-utils,unknown,7.7+3build1,bionic|now
xauth,unknown,1:1.0.10-1,bionic|now
xdelta3,GPL,3.0.11-dfsg-1ubuntu1,bionic|now
xdg-user-dirs,GPL-2,0.17-1ubuntu1,bionic|now
xfsprogs,GPL|LGPL-2.1,4.9.0+nmu1ubuntu2,bionic|now
xkb-data,unknown,2.23.1-1ubuntu1.18.04.1,bionic-updates|now
xsel,X11,1.2.0-4,bionic|now
xxd,Apache|Apache|or|Expat|Artistic-1|BSD-2-clause|BSD-3-clause|Compaq|Expat|Expat|or|GPL-2|Expat|or|Vim|GPL-1+|GPL-1+|or|Artistic-1|GPL-2|GPL-2+|OPL-1+|SRA|UC|Vim|Vim-Regexp|X11|XPM|public-domain,2:8.0.1453-1ubuntu1.1,bionic-updates|bionic-security|now
xz-utils,Autoconf|GPL-2|GPL-2+|LGPL-2.1+|PD|PD-debian|config-h|noderivs|none|permissive-fsf|permissive-nowarranty|probably-PD,5.2.2-1.3,bionic|now
zerofree,GPL-2,1.0.4-1,bionic|now
zlib1g:amd64,unknown,1:1.2.11.dfsg-0ubuntu2,NULL
